1802
37	47	39	40	0.130173	-9.79800430162
37	47	44	45	0.122809	-27.0522644564
36	46	39	40	0.096866	-9.646358629280002
35	45	39	40	0.0851346	-8.75973207558
34	44	39	40	0.0846357	-9.51170102542
7	17	8	9	0.23803	-8.466687894300001
33	43	39	40	0.0919075	-7.861660798420001
12	62	47	52	0.101027	-16.9437464118
40	60	46	48	0.0858016	-9.42710637046
33	53	45	47	0.0933757	-11.813843570040001
7	37	31	34	0.215647	-12.4856130338
39	59	51	53	0.10715	-14.151456115200002
44	64	46	48	0.181396	-8.974638549440002
6	16	10	11	0.136717	-11.191075300900001
38	58	46	48	0.0791187	-12.748829327400001
43	63	51	53	0.0986003	-15.360621396400003
31	51	45	47	0.115753	-12.18374147682
37	57	51	53	0.133629	-13.9647848976
1	21	5	7	0.158819	-10.979773853200001
42	62	46	48	0.105203	-10.6293332109
5	25	11	13	0.121208	-27.6962307732
40	60	50	52	0.0838467	-29.640722623200006
3	13	4	5	0.177052	-8.308461814620001
33	53	49	51	0.186308	-11.76360777742
13	23	19	20	0.149858	-11.178445363360002
24	34	25	26	0.338467	-8.465613794040001
4	44	32	36	0.125021	-14.6743083682
12	22	19	20	0.209477	-10.867018017860001
23	33	25	26	0.165484	-11.302880495780002
11	21	19	20	0.580127	-9.104802216580001
22	32	25	26	0.125035	-12.770434792400001
22	52	46	49	0.168009	-11.76008917312
3	33	12	15	0.102835	-15.184567721600002
21	41	31	33	0.102198	-15.504081684
15	35	31	33	0.212449	-10.22894073352
26	46	32	34	0.101137	-15.257162084
20	40	32	34	0.108621	-15.689271384000001
6	46	14	18	0.133639	-16.3194102032
2	42	10	14	0.140421	-19.4610917338
4	54	34	39	0.0937691	-15.401980429400002
8	58	38	43	0.0831355	-13.319830902400001
24	54	33	36	0.103783	-16.579293082200003
18	48	33	36	0.0964235	-16.9327584896
11	41	32	35	0.130354	-13.827003760800002
2	42	14	18	0.103669	-13.190568491800002
6	46	18	22	0.116108	-14.265162591000003
21	51	33	36	0.098104	-16.357188902
15	45	33	36	0.103442	-13.792311557000001
4	14	10	11	0.154645	-10.82363424414
14	64	54	59	0.199495	-13.076862016000002
50	60	56	57	0.106148	-10.361808170280002
7	17	15	16	0.244373	-6.358611809300001
10	60	20	25	0.112623	-17.2978291182
49	59	56	57	0.139069	-10.19429791364
54	64	56	57	0.161586	-10.52850359224
54	64	61	62	0.116825	-9.26805311012
14	54	34	38	0.0878708	-24.7127012464
19	59	35	39	0.0838776	-18.4289678058
4	14	5	6	0.373899	-6.984404843540001
11	41	14	17	0.22278	-11.211174556340001
14	54	38	42	0.0854479	-17.618330759000003
2	22	16	18	0.157342	-14.9717230264
34	44	36	37	0.14008	-11.59982600674
34	44	41	42	0.120127	-8.94994658944
17	57	21	25	0.206556	-14.345411461000001
40	50	42	43	0.113604	-8.29931344344
33	43	41	42	0.237695	-6.515232911580001
33	43	36	37	0.104554	-10.925254005520001
12	42	18	21	0.166334	-30.290368090800005
39	49	42	43	0.0875478	-5.607445348160001
4	24	6	8	0.209663	-9.8227703375
4	24	20	22	0.225198	-11.76623747116
36	46	40	41	0.0802999	-10.969724225480002
6	26	22	24	0.202646	-11.75400260498
38	48	42	43	0.0801436	-8.893908186220001
2	62	26	32	0.099001	-21.2192827456
1	11	7	8	0.109481	-10.33984467186
35	45	40	41	0.0776423	-12.722285470400001
34	44	40	41	0.0840973	-10.30785623768
33	43	40	41	0.106448	-8.76802857414
5	35	23	26	0.0805688	-20.8621135442
12	52	16	20	0.265795	-16.9921426534
37	57	43	45	0.104672	-13.5165023638
16	56	20	24	0.203042	-11.51099668064
32	42	40	41	0.197192	-8.71557050512
36	56	38	40	0.199427	-11.580381088240001
41	61	43	45	0.184527	-9.178162029740001
4	34	7	10	0.211208	-12.500304750000002
35	55	43	45	0.0976139	-11.54902229904
10	60	45	50	0.0973108	-16.460895134
23	43	37	39	0.105815	-15.184197342200001
2	32	23	26	0.0999255	-15.1992594378
34	54	38	40	0.120575	-11.679766227240002
33	53	43	45	0.0953384	-12.4819092398
3	13	7	8	0.101595	-14.298126357600003
16	26	22	23	0.109794	-10.63261724158
16	26	17	18	0.274759	-7.509108993540001
21	31	22	23	0.455272	-8.19231083478
15	25	17	18	0.182361	-9.00993570626
15	25	22	23	0.149725	-9.48513247646
32	62	44	47	0.0874081	-15.380004585
11	61	26	31	0.113005	-20.607292517000005
9	59	49	54	0.180905	-13.536996690600002
14	24	22	23	0.331526	-8.08236988288
14	24	17	18	0.137185	-10.306189530380001
13	23	17	18	0.126635	-12.245397300940002
20	50	44	47	0.178158	-22.203133891800004
20	40	24	26	0.137674	-12.6736423092
33	63	48	51	0.0780476	-8.36288289446
3	63	51	57	0.202292	-13.564528226
12	32	18	20	0.148189	-14.379486365800002
18	38	24	26	0.100421	-15.882856350400003
11	31	23	25	0.0802041	-17.8416695372
5	15	6	7	0.202206	-8.131642689060001
22	42	24	26	0.231852	-10.388685368740001
5	35	8	11	0.213183	-11.95829153604
17	57	45	49	0.0960401	-14.046638745000001
16	36	24	26	0.0859283	-16.7258398648
1	51	31	36	0.106813	-17.887473123000003
21	61	45	49	0.0785286	-14.736655567200001
13	53	45	49	0.154546	-12.261447074940001
5	25	7	9	0.194487	-9.4523292076
25	55	31	34	0.128766	-17.7540130792
50	60	53	54	0.105319	-11.04603472786
21	61	49	53	0.118609	-19.6370219488
1	11	2	3	0.441736	-10.100727731220001
49	59	53	54	0.0941849	-15.2653104308
3	63	33	39	0.0864186	-27.601660566400003
48	58	53	54	0.0920268	-13.243903125400001
41	51	47	48	0.0661801	-6.541332313300001
11	61	51	56	0.19236	-12.605615959400001
24	64	32	36	0.119685	-17.212518396400004
47	57	53	54	0.106442	-12.884758567200002
47	57	48	49	0.279071	-5.33857459572
52	62	53	54	0.310545	-9.810720661020001
3	53	13	18	0.124647	-22.003005556
7	57	17	22	0.146544	-16.057798887
46	56	48	49	0.109664	-10.498058405560002
46	56	53	54	0.14839	-13.9561427116
51	61	53	54	0.13902	-11.962180519740002
11	51	31	35	0.099311	-18.034390285
10	20	13	14	0.101986	-20.580872119800002
40	50	48	49	0.294138	-10.299831350680002
45	55	53	54	0.396064	-15.6134670668
45	55	48	49	0.0893175	-11.76876839706
1	21	3	5	0.231745	-12.378696847
16	56	32	36	0.0907538	-19.2184932268
8	18	13	14	0.0971173	-14.564552606000001
4	14	8	9	0.10359	-11.61345596866
40	60	54	56	0.122599	-11.523873537780002
44	64	54	56	0.0963722	-12.9179692534
38	58	54	56	0.187528	-10.310325433680001
42	62	54	56	0.104455	-13.699222867800001
13	63	33	38	0.0880065	-16.1933577474
25	35	33	34	0.321378	-9.48437937168
4	24	14	16	0.100984	-18.5083524572
3	43	35	39	0.162869	-13.496501876200002
9	49	41	45	0.172183	-11.4513285593
10	40	16	19	0.158266	-19.176887274200002
8	48	36	40	0.106654	-15.152221254
9	39	21	24	0.0811341	-35.4216042984
13	53	17	21	0.26278	-18.0419213328
33	53	35	37	0.20541	-18.4287208862
31	61	55	58	0.206092	-15.5208722168
39	59	41	43	0.189441	-9.718224578860001
35	55	39	41	0.117494	-11.2594103002
37	57	41	43	0.119543	-13.521317296000001
19	39	35	37	0.185614	-9.82904209534
8	38	20	23	0.0830393	-17.1860979992
1	31	19	22	0.0972629	-22.079427172200003
33	53	39	41	0.0935502	-12.6116654896
24	64	56	60	0.197666	-11.899327135560002
13	23	14	15	0.304158	-7.8776858804600005
2	12	3	4	0.351937	-10.6789640505
12	22	14	15	0.182677	-8.8282399186
2	52	42	47	0.175939	-11.06789945844
31	51	39	41	0.0831242	-15.2575324634
6	56	46	51	0.157799	-12.072948652300001
11	21	14	15	0.138695	-10.2148169324
14	64	19	24	0.215275	-13.158715863400001
18	48	36	39	0.0888586	-16.290273690400003
2	42	22	26	0.0714415	-16.5015134082
34	64	37	40	0.198402	-11.5624423793
33	63	42	45	0.0990314	-12.08610946698
21	51	36	39	0.0841798	-16.1626162572
17	37	21	23	0.144387	-11.939291072820001
25	55	40	43	0.0776417	-15.430005804
2	22	4	6	0.229072	-10.97340332752
15	45	36	39	0.104012	-13.891079397
19	49	40	43	0.103426	-13.3963759784
15	35	21	23	0.10836	-13.911450264000003
5	15	9	10	0.114617	-11.06783772854
22	52	40	43	0.0867218	-12.7771016216
54	64	59	60	0.0926468	-9.5506649383
18	38	20	22	0.24277	-9.15698867404
13	33	21	23	0.0939878	-14.798015087800001
16	46	40	43	0.155471	-11.0664426328
53	63	59	60	0.0990043	-9.227076802500001
12	32	16	18	0.160956	-19.3347923584
19	59	43	47	0.0910681	-15.214321533400001
16	36	20	22	0.138052	-11.541392483400001
2	32	5	8	0.242855	-11.200334785900003
20	50	23	26	0.217946	-10.549676947940002
23	63	43	47	0.0834772	-15.683839152800001
14	34	20	22	0.105393	-13.924537002800003
11	41	17	20	0.169533	-14.001452458200001
1	11	5	6	0.142735	-11.31036215966
17	47	23	26	0.120183	-14.984933225
19	59	47	51	0.094843	-13.8263864618
2	42	6	10	0.206947	-12.6510491658
40	50	45	46	0.0673246	-8.06811027598
39	49	45	46	0.0740572	-10.66140806694
44	54	45	46	0.188414	-8.94084760218
32	42	39	40	0.116742	-7.8827724242200015
50	60	51	52	0.297599	-8.37406835234
38	48	45	46	0.0969088	-10.500552293520002
43	53	45	46	0.0894799	-9.4778236563
6	56	11	16	0.208913	-10.550714010260002
31	41	39	40	0.286614	-7.95135434312
37	47	45	46	0.175411	-8.05633221106
42	52	45	46	0.0724968	-10.64509902736
36	56	46	48	0.079737	-13.014885196400002
41	61	51	53	0.0980714	-17.982784088600003
2	62	8	14	0.218327	-13.2061244266
35	55	51	53	0.246019	-11.39448766738
34	54	46	48	0.0867034	-12.8693260922
8	38	32	35	0.194981	-11.44535310498
40	60	52	54	0.11089	-15.559144754800002
32	52	46	48	0.108162	-12.620431135400002
36	56	50	52	0.116305	-15.360251017000001
4	64	16	22	0.143257	-14.5971459932
21	31	25	26	0.110856	-13.8093490094
3	23	5	7	0.260213	-10.368240425860002
26	36	31	32	0.115651	-11.543491300000001
34	54	50	52	0.196228	-24.2287388304
31	61	52	55	0.12523	-15.031354109800002
25	35	31	32	0.12679	-10.48567538762
5	45	33	37	0.121413	-18.0879718382
23	53	47	50	0.15562	-8.65751970716
24	44	32	34	0.0944285	-18.781939374
3	33	6	9	0.200814	-11.776978473760002
10	60	35	40	0.0811002	-20.8316189736
18	38	32	34	0.131195	-12.387956332000002
22	42	32	34	0.0975319	-15.569021538800001
16	36	32	34	0.215452	-12.483884596600001
2	12	6	7	0.100575	-12.707717214
21	61	53	57	0.190634	-8.60339493084
3	53	8	13	0.226723	-10.44899548104
7	47	15	19	0.140254	-15.880634074000001
3	53	38	43	0.104615	-14.194049746200001
11	61	16	21	0.245061	-22.950682980800003
9	59	39	44	0.0872432	-22.384125958600002
31	61	34	37	0.203056	-11.595788871280002
2	42	18	22	0.0989691	-19.9440664714
12	42	33	36	0.128183	-13.753298260200001
7	47	19	23	0.101718	-17.702900722000003
48	58	56	57	0.285759	-8.75559617228
53	63	61	62	0.228822	-7.784239157840001
53	63	56	57	0.11873	-11.863647253360002
32	62	38	41	0.116441	-12.881301692800001
52	62	56	57	0.101931	-11.03318256268
26	56	38	41	0.0758753	-12.31749782414
11	31	13	15	0.225134	-15.186419618600002
23	63	35	39	0.0910398	-18.1052562102
51	61	56	57	0.0982244	-11.23882955154
20	50	38	41	0.0843444	-16.506698719800003
4	64	40	46	0.0860337	-14.758631411600001
54	64	60	61	0.105772	-11.769262236260001
5	55	20	25	0.0854337	-19.5278834856
53	63	60	61	0.131087	-11.11030789974
15	55	35	39	0.0833133	-17.8725344872
19	59	39	43	0.0782115	-14.967278473600002
52	62	60	61	0.279974	-9.294547583200002
23	63	39	43	0.0780323	-16.3397810702
2	32	8	11	0.144001	-13.915647897200001
1	11	8	9	0.138783	-9.41094548264
43	63	57	59	0.123816	-11.6300983497
41	61	57	59	0.175515	-10.79410265998
5	25	17	19	0.144003	-13.4790940444
15	55	39	43	0.0854544	-14.017008393000001
12	42	15	18	0.226054	-13.2909413092
37	47	42	43	0.0777673	-8.810227133780002
16	46	19	22	0.245001	-10.61108585246
4	44	8	12	0.229704	-13.385758435600001
36	46	42	43	0.0893947	-8.77883130664
36	46	37	38	0.42873	-17.502895846
41	51	42	43	0.205074	-7.35736455336
11	61	41	46	0.0863831	-15.0234526826
3	23	17	19	0.176012	-11.478353909520001
35	45	42	43	0.106405	-8.9041676956
18	58	22	26	0.199837	-11.636493567340002
34	44	42	43	0.20794	-7.5633819216200004
34	44	37	38	0.110515	-10.36903056858
1	21	17	19	0.3046	-9.5043675133
33	43	37	38	0.0945464	-10.78980625894
12	52	20	24	0.122123	-14.601467086200001
32	52	38	40	0.0959536	-11.46332885186
38	58	44	46	0.087695	-19.6089965742
26	46	38	40	0.083098	-18.032044548800002
31	51	43	45	0.103339	-11.050034825380001
42	62	44	46	0.162807	-11.323671126100002
5	55	45	50	0.157159	-16.277557331
24	44	38	40	0.099753	-8.1839649523
12	22	17	18	0.126451	-9.96719361154
11	21	17	18	0.141823	-11.604603901
5	15	7	8	0.130851	-9.675766753640001
22	32	23	24	0.478394	-8.5766905761
16	26	18	19	0.214495	-9.908624282420002
16	26	23	24	0.137366	-10.53388643952
21	31	23	24	0.157367	-10.06915906036
33	63	45	48	0.0756257	-17.999204242
8	38	11	14	0.209425	-11.28617638484
24	54	48	51	0.167045	-13.712926905600002
7	57	32	37	0.0903062	-23.789468862
14	34	24	26	0.0835504	-17.584996613
2	62	50	56	0.194107	-13.4150184082
4	64	52	58	0.212519	-21.4397819484
2	12	9	10	0.1865	-8.8558331839
12	32	24	26	0.0900284	-18.5730453924
19	59	51	55	0.181693	-12.3404860389
23	63	51	55	0.125531	-13.992933732000001
4	44	12	16	0.124405	-25.1733297602
19	49	31	34	0.102125	-21.1255767574
6	56	36	41	0.0868461	-17.5099330546
22	52	31	34	0.110808	-17.1972093812
16	46	31	34	0.099856	-13.169950705200002
44	54	48	49	0.0798601	-9.998935126120001
50	60	54	55	0.0785792	-11.238545594
43	53	48	49	0.0810894	-11.047800203
49	59	54	55	0.0777508	-8.232262426060002
42	52	48	49	0.0948399	-10.94737800168
6	16	13	14	0.144408	-8.90872336222
12	62	52	57	0.203609	-11.62881436778
2	52	17	22	0.112116	-11.213606714400001
41	51	48	49	0.127881	-12.5005516696
5	15	13	14	0.224085	-7.03018373738
8	58	18	23	0.140355	-15.815200380000002
12	52	32	36	0.0936302	-18.466499585
1	31	4	7	0.206702	-9.440835100220001
10	20	14	15	0.121271	-11.504268121540001
6	16	8	9	0.144906	-9.933933541420002
39	59	55	57	0.21134	-10.711594475640002
1	41	5	9	0.220514	-11.706359468160002
33	43	34	35	0.383459	-7.9202918574400005
32	42	34	35	0.169652	-8.956440574920002
14	64	34	39	0.0829496	-11.26670677438
26	36	34	35	0.253956	-9.20217496084
31	41	34	35	0.116152	-11.33938755864
5	25	15	17	0.0996114	-14.885548086000002
1	61	19	25	0.0873462	-13.146616803
4	44	36	40	0.156143	-13.1629134966
8	48	40	44	0.160524	-7.82490681596
2	12	4	5	0.114083	-10.20282898582
10	50	42	46	0.162547	-11.38315405774
4	34	16	19	0.108829	-5.8925510643
10	40	22	25	0.0735016	-17.6854928902
35	55	41	43	0.0993079	-11.11159188166
14	54	18	22	0.255771	-11.223853877800002
34	54	36	38	0.217557	-10.55973892164
1	51	6	11	0.204152	-13.105875069000001
38	58	40	42	0.188457	-11.35741268944
33	53	41	43	0.0882247	-10.44166196892
8	58	43	48	0.101732	-15.4751920908
5	35	20	23	0.0798442	-15.244816104000002
25	45	39	41	0.0956116	-13.0217989452
32	52	36	38	0.134017	-11.77457100766
36	56	40	42	0.120199	-11.858708861360002
23	43	39	41	0.156732	-10.068282495780002
2	32	20	23	0.0857455	-18.9631783604
34	54	40	42	0.0981693	-12.836979624600001
31	61	37	40	0.120486	-14.109973622400002
24	54	42	45	0.0926415	-13.473785273000003
12	42	36	39	0.158216	-12.510181533999999
20	40	22	24	0.258972	-9.185606655680001
18	48	42	45	0.17303	-10.70085347304
2	62	44	50	0.101479	-35.59963333
52	62	59	60	0.123937	-9.028084296860001
18	38	22	24	0.127751	-11.648382746080001
11	31	21	23	0.0897736	-16.195703483600003
51	61	59	60	0.201095	-6.74197918026
16	36	22	24	0.0936544	-13.061676460600001
7	17	9	10	0.159164	-10.83991859176
15	55	43	47	0.114382	-13.8463869494
12	32	20	22	0.0933571	-14.9499941016
23	63	47	51	0.0772092	-15.186913457800001
14	44	23	26	0.0902587	-17.9489561034
49	59	51	52	0.126251	-10.4914903442
15	55	47	51	0.157013	-13.4350188958
48	58	51	52	0.0931558	-11.47684769996
11	41	23	26	0.0788442	-17.6616651488
41	51	45	46	0.0664505	-10.78133691666
3	13	5	6	0.201277	-10.933686309860002
47	57	51	52	0.089269	-12.18917370802
46	56	51	52	0.089904	-11.70449522518
10	20	11	12	0.584848	-5.01089994054
40	50	46	47	0.112922	-10.87789482624
45	55	51	52	0.106462	-10.6380371268
45	55	46	47	0.385565	-7.118593300160001
13	63	48	53	0.116183	-17.0758483978
9	19	11	12	0.161212	-10.568640373220001
1	51	11	16	0.123596	-18.6205774154
49	59	50	51	0.272228	-5.120458167060001
1	31	7	10	0.128973	-15.4690191008
8	18	11	12	0.137406	-11.304559549060002
7	17	11	12	0.131303	-9.60661691966
39	59	47	49	0.066769	-11.626826665000001
44	64	52	54	0.103176	-17.1916536902
6	16	11	12	0.13699	-11.4967000358
46	56	50	51	0.0777896	-11.467415371240001
38	58	52	54	0.131826	-10.8569930821
43	63	47	49	0.0853579	-10.4969843053
37	57	47	49	0.0680175	-14.159851381600001
6	26	12	14	0.105885	-14.802212721
36	56	52	54	0.231153	-11.03642955542
41	61	47	49	0.0710325	-12.1060358787
35	55	47	49	0.0773323	-11.97604505528
4	24	12	14	0.0953459	-9.4559095418
24	34	31	32	0.18079	-9.001540439860001
11	61	31	36	0.0927517	-19.844434412800002
10	50	34	38	0.096141	-18.467734183
23	33	31	32	0.380844	-7.401797735380001
2	22	12	14	0.0936366	-16.7842363502
1	41	33	37	0.186413	-12.23274267144
8	38	14	17	0.1292	-13.777002541800002
6	46	34	38	0.117136	-12.531540079400001
10	50	38	42	0.104921	-15.990513296000001
31	51	33	35	0.225056	-11.68832199138
5	35	14	17	0.102437	-17.828212419
25	45	33	35	0.098185	-16.4762041492
5	55	35	40	0.0902652	-17.417708584000003
9	39	18	21	0.120401	-7.3175117299200005
19	39	33	35	0.135135	-13.941574455200001
23	43	33	35	0.101928	-15.321855019200001
3	43	15	19	0.110235	-16.2316302854
9	49	21	25	0.0877731	-16.9336227082
4	14	6	7	0.139975	-10.89343841506
22	52	34	37	0.0913263	-22.1439966476
4	54	39	44	0.108896	-10.901018846780001
32	62	35	38	0.203469	-11.31815247304
3	43	19	23	0.0877881	-19.0593535446
23	53	38	41	0.0771282	-16.4441046012
13	43	34	37	0.118026	-8.398673890480001
17	47	38	41	0.0963023	-14.609738892800001
49	59	57	58	0.409255	-16.3311388842
54	64	62	63	0.241853	-10.87377126892
33	63	39	42	0.119234	-12.594257657800002
20	60	36	40	0.0824294	-17.508945376200003
12	32	14	16	0.240154	-5.84380913526
24	64	36	40	0.0885623	-18.424523253000004
11	51	35	39	0.091858	-17.2486921178
5	25	9	11	0.152353	-13.097603262400002
10	20	17	18	0.175444	-9.21237274032
17	57	41	45	0.0909376	-13.790212740400001
6	56	26	31	0.102026	-19.4163992862
9	19	17	18	0.344686	-6.402612882020001
13	43	19	22	0.148991	-13.638604106000003
40	50	43	44	0.106504	-25.632229836800004
11	51	39	43	0.105626	-14.0381200188
3	13	8	9	0.101199	-11.5586768554
32	42	37	38	0.0946313	-11.64290113096
6	26	18	20	0.147342	-13.639591784400002
38	48	43	44	0.0956023	-20.6206261754
31	41	37	38	0.0998612	-22.325482553600004
17	47	20	23	0.221842	-10.196137464660001
14	54	22	26	0.115515	-16.609417273400002
37	47	38	39	0.337212	-12.772903988400001
42	52	43	44	0.24431	-12.107455666400002
12	62	42	47	0.0898771	-16.1660731316
4	24	18	20	0.180239	-12.6442588768
36	46	38	39	0.133366	-10.75959564588
36	46	43	44	0.140804	-29.8133194236
34	54	44	46	0.0806968	-25.824086366000003
22	42	38	40	0.161938	-9.656902096200001
39	59	45	47	0.0907797	-12.667469319200002
3	63	9	15	0.222935	-13.480452102200001
7	47	31	35	0.107126	-16.207679084200002
10	60	50	55	0.179067	-11.094554429260002
15	25	23	24	0.311002	-8.06886338076
15	25	18	19	0.177951	-10.145309065
14	24	18	19	0.153653	-11.105863346940001
13	23	18	19	0.153941	-10.08429523184
12	22	18	19	0.169117	-10.18439643768
5	35	11	14	0.13333	-11.91014221404
24	54	45	48	0.0953296	-10.94510634136
3	23	9	11	0.126978	-13.783669371000002
3	43	31	35	0.13549	-14.287014975600002
11	21	18	19	0.226572	-8.54124526752
1	11	3	4	0.188647	-11.301707627679999
34	64	46	49	0.0802383	-13.5742815502
31	61	49	52	0.0884195	-12.496107116800001
9	39	12	15	0.201155	-11.673506815380001
21	51	45	48	0.153477	-5.86794552616
2	32	11	14	0.106323	-13.239335112800001
2	52	32	37	0.101434	-34.041570654000004
4	14	9	10	0.120722	-11.303510140760002
20	60	52	56	0.19113	-12.7368537268
26	56	32	35	0.121987	-17.508081157600003
22	62	50	54	0.127146	-29.7083785936
1	51	36	41	0.107799	-15.6030964436
9	49	17	21	0.1494	-15.758779251400002
20	50	32	35	0.0972883	-16.824484245
13	43	31	34	0.111646	-14.471340457000002
7	57	37	42	0.0855889	-11.64962969006
4	64	34	40	0.0837703	-23.468226462400004
23	53	32	35	0.10326	-17.393016624
48	58	54	55	0.0831712	-10.55971422968
48	58	49	50	0.213856	-15.090491354000003
53	63	54	55	0.29545	-9.59151778612
47	57	49	50	0.115283	-12.404623405
47	57	54	55	0.116548	-8.487601984420001
52	62	54	55	0.119526	-9.78920161788
10	60	15	20	0.2253	-14.083800144800001
46	56	54	55	0.287591	-7.6696931554
46	56	49	50	0.0847507	-11.092739570200001
51	61	54	55	0.0876839	-8.68896491822
9	19	14	15	0.1266	-10.75268189708
21	61	33	37	0.0995038	-11.66502512712
44	54	49	50	0.0777162	-37.2258458156
8	18	14	15	0.152371	-7.6595817977800005
7	17	14	15	0.198025	-8.63550682482
3	53	18	23	0.107782	-18.051180817800002
6	16	14	15	0.353382	-6.403279564940001
9	59	19	24	0.124582	-17.095478506
13	53	33	37	0.093041	-29.360715796800005
43	63	55	57	0.115651	-13.170814923800002
1	21	9	11	0.112879	-15.259013981000003
21	61	37	41	0.0809488	-25.542598022000004
41	61	55	57	0.13606	-12.0586273155
3	23	15	17	0.10989	-14.790607499800002
43	63	59	61	0.195582	-10.289831106880001
3	33	9	12	0.153929	-14.013304599000001
34	44	35	36	0.299611	-8.08959228118
40	50	41	42	0.308108	-8.79080690724
13	63	38	43	0.0767611	-17.716975139200002
1	21	15	17	0.143355	-10.64339528212
33	43	35	36	0.136205	-9.3205358711
5	25	19	21	0.144752	-13.561565190800001
32	42	35	36	0.107267	-8.785066026540001
8	38	17	20	0.127775	-16.481266001
32	62	56	59	0.192101	-11.737520721680001
5	45	9	13	0.227821	-13.188840054600002
3	23	19	21	0.241811	-12.000169100200003
7	37	22	25	0.070853	-17.839694180400002
38	58	42	44	0.118089	-5.30298113538
26	46	36	38	0.0838953	-10.9534769158
31	51	41	43	0.085688	-11.90769771
5	35	17	20	0.113044	-16.568058240400003
20	40	36	38	0.178001	-12.23576743654
25	45	41	43	0.15592	-9.75750948722
4	34	22	25	0.0762247	-17.5712925752
36	56	42	44	0.100752	-25.8013697628
24	44	36	38	0.0906858	-19.317137607
35	55	37	39	0.210504	-22.007326649000003
3	53	43	48	0.160729	-9.44562534046
32	52	40	42	0.0880522	-13.8471277082
22	42	36	38	0.11022	-12.4084506588
26	46	40	42	0.103163	-12.273953552680002
